frame,time,temp,a0,temp_pres,pressure,altitude,humidity,temp_hum
5716,3532943,60.31,1023,23.30,99476,155.26,18.50,37.00
5717,3533561,60.31,1023,23.30,99477,155.18,18.50,37.00
5718,3534180,60.31,1023,23.30,99477,154.84,18.50,37.00
5719,3534798,60.31,1023,23.30,99476,155.85,18.50,37.00
5720,3535428,60.31,1023,23.30,99475,155.18,18.80,37.00
5721,3536047,60.31,1023,23.30,99480,155.26,18.80,37.00
5722,3536665,60.31,1023,23.30,99476,155.43,18.80,37.00
5723,3537284,60.31,1023,23.30,99479,155.35,18.80,37.00
5724,3537905,60.31,1023,23.30,99472,155.26,18.90,37.00
5725,3538524,60.31,1023,23.30,99468,155.94,18.90,37.00
5726,3539142,60.31,1023,23.30,99474,155.01,18.90,37.00
5727,3539761,60.25,1022,23.30,99480,155.01,18.90,37.00
5728,3540382,60.25,1023,23.30,99476,155.60,18.50,37.00
5729,3541009,60.25,1023,23.30,99477,155.18,18.50,37.00
5730,3541627,60.25,1023,23.30,99476,155.18,18.50,37.00
5731,3542246,60.25,1023,23.30,99476,155.26,18.50,37.00
5732,3542868,60.25,1023,23.30,99473,155.43,18.00,37.00
5733,3543487,60.25,1023,23.30,99474,154.76,18.00,37.00
5734,3544105,60.25,1022,23.20,99475,155.43,18.00,37.00
5735,3544724,60.25,1023,23.30,99477,155.18,18.00,37.00
5736,3545346,60.25,1023,23.30,99472,155.52,18.00,37.00
5737,3545964,60.25,1023,23.30,99471,155.09,18.00,37.00
5738,3546591,60.25,1022,23.30,99469,155.18,18.00,37.00
5739,3547208,60.25,1023,23.30,99472,155.26,18.00,37.00
5740,3547832,60.25,1023,23.30,99478,155.18,17.80,37.00
5741,3548450,60.25,1023,23.30,99470,155.60,17.80,37.00
5742,3549068,60.25,1023,23.30,99468,154.92,17.80,37.00
5743,3549686,60.19,1023,23.30,99474,155.26,17.80,37.00
5744,3550309,60.19,1023,23.30,99471,155.69,17.10,36.90
5745,3550927,60.19,1023,23.30,99472,155.18,17.10,36.90
5746,3551546,60.19,1023,23.30,99467,155.43,17.10,36.90
5747,3552173,60.19,1023,23.30,99473,155.18,17.10,36.90
5748,3552794,60.19,1023,23.30,99470,155.35,17.30,37.00
5749,3553413,60.19,1023,23.30,99470,155.77,17.30,37.00
5750,3554030,60.19,1023,23.30,99467,156.28,17.30,37.00
5751,3554650,60.19,1023,23.30,99477,155.18,17.30,37.00
5752,3555272,60.19,1022,23.30,99474,155.85,16.80,36.90
5753,3555891,60.13,1023,23.30,99471,155.77,16.80,36.90
5754,3556509,60.13,1022,23.30,99478,155.26,16.80,36.90
5755,3557128,60.13,1022,23.30,99471,155.69,16.80,36.90
5756,3557750,60.13,1022,23.30,99468,155.26,16.60,36.90
5757,3558465,60.13,1023,23.30,99471,155.43,16.60,36.90
5758,3559084,60.13,1023,23.30,99473,155.18,16.60,36.90
5759,3559702,60.13,1023,23.30,99474,155.60,16.60,36.90
5760,3560324,60.13,1023,23.30,99472,155.43,16.50,36.90
5761,3560942,60.13,1023,23.30,99471,155.60,16.50,36.90
5762,3561561,60.13,1022,23.30,99475,155.43,16.50,36.90
5763,3562179,60.13,1023,23.30,99471,155.69,16.50,36.90
5764,3562801,60.13,1022,23.30,99473,155.18,16.90,36.90
5765,3563419,60.06,1023,23.30,99471,155.77,16.90,36.90
5766,3564046,60.06,1023,23.30,99473,155.09,16.90,36.90
5767,3564664,60.13,1023,23.30,99475,155.60,16.90,36.90
5768,3565286,60.13,1023,23.30,99473,155.43,17.00,36.90
5769,3565904,60.06,1023,23.30,99477,155.09,17.00,36.90
5770,3566523,60.06,1023,23.30,99477,155.01,17.00,36.90
5771,3567141,60.06,1023,23.30,99469,155.60,17.00,36.90
5772,3567763,60.06,1023,23.30,99475,155.18,16.90,36.90
5773,3568381,60.06,1023,23.30,99475,155.18,16.90,36.90
5774,3569000,60.06,1023,23.30,99472,155.43,16.90,36.90
5775,3569626,60.06,1023,23.30,99475,155.26,16.90,36.90
5776,3570248,60.06,1023,23.30,99473,155.01,17.20,36.90
5777,3570867,60.06,1023,23.30,99472,155.09,17.20,36.90
5778,3571484,60.06,1023,23.30,99476,155.09,17.20,36.90
5779,3572103,60.06,1023,23.30,99476,155.35,17.20,36.90
5780,3572724,60.06,1023,23.30,99473,155.60,17.40,36.90
5781,3573343,60.06,1023,23.30,99472,154.84,17.40,36.90
5782,3573961,60.06,1023,23.30,99474,155.43,17.40,36.90
5783,3574580,60.06,1023,23.30,99478,155.43,17.40,36.90
5784,3575209,60.06,1023,23.30,99475,155.77,17.00,36.90
5785,3575828,60.00,1023,23.30,99468,155.18,17.00,36.90
5786,3576446,60.00,1022,23.30,99476,154.84,17.00,36.90
5787,3577065,60.00,1023,23.30,99478,155.35,17.00,36.90
5788,3577687,60.00,1023,23.30,99474,155.35,16.90,36.90
5789,3578305,60.00,1023,23.30,99470,155.69,16.90,36.90
5790,3578924,60.00,1023,23.30,99473,155.18,16.90,36.90
5791,3579542,60.00,1023,23.30,99475,155.35,16.90,36.90
5792,3580164,60.00,1023,23.30,99468,155.69,17.60,36.90
5793,3580790,60.00,1023,23.30,99470,155.01,17.60,36.90
5794,3581409,60.00,1023,23.30,99476,155.35,17.60,36.90
5795,3582026,60.00,1023,23.30,99469,155.69,17.60,36.90
5796,3582649,60.00,1022,23.30,99475,155.01,17.80,36.90
5797,3583266,60.00,1023,23.30,99473,155.43,17.80,36.90
5798,3583885,60.00,1023,23.30,99471,155.26,17.80,36.90
5799,3584503,60.00,1023,23.30,99475,155.18,17.80,36.90
5800,3585125,60.00,1022,23.30,99473,155.18,18.10,36.90
5801,3585743,60.00,1023,23.30,99468,155.60,18.10,36.90
5802,3586370,60.00,1023,23.30,99475,155.26,18.10,36.90
5803,3586989,60.00,1023,23.30,99473,155.18,18.10,36.90
5804,3587610,60.00,1023,23.30,99473,155.60,18.60,36.90
5805,3588229,59.94,1023,23.30,99472,155.77,18.60,36.90
5806,3588846,59.94,1023,23.30,99473,155.43,18.60,36.90
5807,3589479,59.94,1023,23.30,99472,155.26,18.60,36.90
5808,3590100,59.94,1023,23.30,99470,155.01,19.00,36.90
5809,3590719,59.94,1023,23.30,99470,155.52,19.00,36.90
5810,3591336,59.94,1023,23.30,99472,155.60,19.00,36.90
5811,3591963,59.88,1023,23.30,99472,155.69,19.00,36.90
5812,3592585,59.88,1023,23.30,99474,155.52,19.00,36.80
5813,3593203,59.88,1023,23.30,99473,155.60,19.00,36.80
5814,3593822,59.88,1023,23.30,99473,155.18,19.00,36.80
5815,3594440,59.88,1023,23.30,99476,155.60,19.00,36.80
5816,3595062,59.88,1022,23.30,99475,155.60,18.80,36.90
5817,3595680,59.81,1023,23.30,99472,155.77,18.80,36.90
5818,3596299,59.81,1023,23.30,99470,155.35,18.80,36.90
5819,3596917,59.81,1023,23.30,99473,155.18,18.80,36.90
5820,3597539,59.81,1023,23.30,99472,155.43,18.80,36.80
5821,3598164,59.81,1023,23.30,99469,155.60,18.80,36.80
5822,3598783,59.81,1023,23.30,99470,155.35,18.80,36.80
5823,3599401,59.81,1023,23.30,99471,155.35,18.80,36.80
5824,3600023,59.81,1022,23.30,99475,154.92,18.60,36.80
5825,3600642,59.81,1023,23.30,99472,155.35,18.60,36.80
5826,3601260,59.81,1023,23.30,99468,155.26,18.60,36.80
5827,3601901,59.81,1023,23.30,99469,155.52,18.60,36.80
5828,3602523,59.81,1023,23.30,99475,155.09,18.30,36.80
5829,3603141,59.81,1023,23.30,99477,155.43,18.30,36.80
5830,3603775,59.81,1023,23.30,99476,155.77,18.30,36.80
5831,3604393,59.81,1023,23.30,99469,155.60,18.30,36.80
5832,3605015,59.81,1023,23.30,99468,155.35,18.60,36.80
5833,3605634,59.75,1023,23.30,99474,155.18,18.60,36.80
5834,3606252,59.75,1023,23.30,99473,155.09,18.60,36.80
5835,3606871,59.75,1022,23.30,99472,155.26,18.60,36.80
5836,3607492,59.75,1023,23.30,99470,155.69,18.90,36.80
5837,3608111,59.75,1023,23.30,99476,155.43,18.90,36.80
5838,3608728,59.75,1023,23.30,99478,155.43,18.90,36.80
5839,3609355,59.75,1023,23.30,99483,155.01,18.90,36.80
5840,3609976,59.75,1023,23.30,99477,155.01,19.10,36.80
5841,3610595,59.75,1023,23.30,99473,155.09,19.10,36.80
5842,3611213,59.75,1022,23.30,99472,155.60,19.10,36.80
5843,3611832,59.75,1023,23.30,99472,155.43,19.10,36.80
5844,3612453,59.75,1023,23.30,99475,155.69,19.20,36.80
5845,3613072,59.75,1023,23.30,99476,155.69,19.20,36.80
5846,3613690,59.75,1023,23.30,99472,155.43,19.20,36.80
5847,3614309,59.75,1023,23.30,99471,155.18,19.20,36.80
5848,3614939,59.75,1023,23.30,99469,155.26,19.10,36.80
5849,3615557,59.75,1023,23.30,99474,155.52,19.10,36.80
5850,3616187,59.75,1023,23.30,99470,155.69,19.10,36.80
5851,3616805,59.75,1023,23.30,99472,155.35,19.10,36.80
5852,3617428,59.75,1023,23.30,99472,155.01,19.20,36.80
5853,3618046,59.75,1023,23.30,99470,155.26,19.20,36.80
5854,3618665,59.75,1023,23.30,99470,155.69,19.20,36.80
5855,3619283,59.75,1023,23.30,99472,155.01,19.20,36.80
5856,3619905,59.75,1023,23.30,99475,155.52,18.80,36.80
5857,3620532,59.75,1023,23.30,99470,155.69,18.80,36.80
5858,3621150,59.75,1022,23.30,99477,155.60,18.80,36.80
5859,3621769,59.69,1023,23.30,99477,155.18,18.80,36.80
5860,3622390,59.69,1022,23.30,99469,155.43,18.70,36.80
5861,3623009,59.69,1022,23.30,99469,155.35,18.70,36.80
5862,3623627,59.69,1023,23.30,99475,155.26,18.70,36.80
5863,3624246,59.69,1023,23.30,99475,155.26,18.70,36.80
5864,3624867,59.69,1023,23.30,99468,155.43,19.00,36.70
5865,3625486,59.69,1023,23.30,99469,155.52,19.00,36.70
5866,3626113,59.69,1023,23.30,99476,154.92,19.00,36.70
5867,3626731,59.69,1023,23.30,99476,155.43,19.00,36.70
5868,3627353,59.69,1023,23.30,99476,155.43,19.50,36.70
5869,3627971,59.69,1023,23.30,99472,155.18,19.50,36.70
5870,3628590,59.69,1023,23.30,99473,155.35,19.50,36.70
5871,3629208,59.69,1023,23.30,99472,155.18,19.50,36.70
5872,3629830,59.69,1023,23.30,99470,155.09,19.40,36.70
5873,3630448,59.69,1023,23.30,99471,155.60,19.40,36.70
5874,3631067,59.69,1023,23.30,99481,155.43,19.40,36.70
5875,3631693,59.69,1023,23.30,99469,155.43,19.40,36.70
5876,3632316,59.69,1023,23.30,99477,155.18,19.10,36.70
5877,3632934,59.69,1023,23.30,99474,154.76,19.10,36.70
5878,3633553,59.69,1022,23.30,99471,155.18,19.10,36.70
5879,3634171,59.69,1023,23.30,99468,155.35,19.10,36.70
5880,3634793,59.69,1023,23.30,99475,155.77,18.60,36.70
5881,3635411,59.69,1023,23.30,99468,155.09,18.60,36.70
5882,3636030,59.69,1023,23.30,99472,155.69,18.60,36.70
5883,3636648,59.63,1022,23.30,99469,155.77,18.60,36.70
5884,3637270,59.63,1023,23.30,99477,155.26,18.70,36.70
5885,3637897,59.63,1023,23.30,99476,155.35,18.70,36.70
5886,3638515,59.63,1023,23.30,99474,155.18,18.70,36.70
5887,3639134,59.63,1023,23.30,99474,155.60,18.70,36.70
5888,3639755,59.63,1023,23.30,99472,155.77,18.90,36.70
5889,3640375,59.63,1023,23.30,99476,155.35,18.90,36.70
5890,3640992,59.63,1023,23.30,99475,156.02,18.90,36.70
5891,3641611,59.56,1023,23.30,99474,155.52,18.90,36.70
5892,3642233,59.56,1023,23.30,99476,155.52,19.50,36.70
5893,3642852,59.56,1023,23.30,99470,155.18,19.50,36.70
5894,3643479,59.56,1023,23.30,99470,155.77,19.50,36.70
5895,3644096,59.56,1023,23.30,99468,155.77,19.50,36.70
5896,3644719,59.56,1023,23.30,99470,155.77,20.00,36.60
5897,3645337,59.56,1023,23.30,99472,155.52,20.00,36.60
5898,3645956,59.56,1023,23.20,99469,155.52,20.00,36.60
5899,3646574,59.56,1023,23.30,99476,155.52,20.00,36.60
5900,3647196,59.56,1023,23.30,99477,155.60,20.00,36.60
5901,3647814,59.56,1023,23.30,99472,155.35,20.00,36.60
5902,3648433,59.56,1023,23.30,99468,155.35,20.00,36.60
5903,3649070,59.56,1023,23.30,99473,155.69,20.00,36.60
5904,3649691,59.56,1023,23.20,99476,155.43,20.00,36.60
5905,3650310,59.50,1023,23.20,99468,156.11,20.00,36.60
5906,3650928,59.50,1023,23.30,99468,155.52,20.00,36.60
5907,3651547,59.50,1023,23.30,99473,155.09,20.00,36.60
5908,3652168,59.50,1023,23.30,99475,155.01,20.00,36.60
5909,3652787,59.50,1023,23.30,99473,155.69,20.00,36.60
5910,3653405,59.50,1023,23.30,99471,155.26,20.00,36.60
5911,3654024,59.44,1023,23.30,99470,155.77,20.00,36.60
5912,3654653,59.44,1022,23.30,99474,155.26,19.80,36.60
5913,3655272,59.44,1022,23.30,99477,155.35,19.80,36.60
5914,3655890,59.44,1023,23.30,99469,155.26,19.80,36.60
5915,3656509,59.44,1022,23.30,99475,155.43,19.80,36.60
5916,3657131,59.44,1023,23.30,99475,155.43,19.40,36.60
5917,3657749,59.44,1023,23.30,99471,155.52,19.40,36.60
5918,3658368,59.44,1023,23.30,99475,155.43,19.40,36.60
5919,3658985,59.44,1023,23.30,99476,155.43,19.40,36.60
5920,3659607,59.44,1023,23.30,99476,155.01,19.30,36.60
5921,3660233,59.44,1023,23.30,99475,155.35,19.30,36.60
5922,3660866,59.44,1022,23.30,99473,155.09,19.30,36.60
5923,3661484,59.44,1023,23.30,99470,155.18,19.30,36.60
5924,3662105,59.44,1022,23.30,99478,155.18,19.40,36.60
5925,3662724,59.44,1023,23.30,99480,155.35,19.40,36.60
5926,3663342,59.44,1023,23.30,99477,155.26,19.40,36.60
5927,3663961,59.44,1023,23.30,99469,155.09,19.40,36.60
5928,3664583,59.44,1022,23.30,99479,155.43,19.50,36.60
5929,3665202,59.44,1022,23.30,99475,155.18,19.50,36.60
5930,3665827,59.44,1023,23.30,99472,155.18,19.50,36.60
5931,3666446,59.44,1023,23.30,99475,155.18,19.50,36.60
5932,3667067,59.44,1023,23.30,99479,154.92,19.20,36.60
5933,3667686,59.44,1023,23.30,99482,155.18,19.20,36.60
5934,3668304,59.44,1023,23.30,99469,155.18,19.20,36.60
5935,3668923,59.44,1023,23.30,99472,155.77,19.20,36.60
5936,3669544,59.44,1023,23.30,99482,155.35,19.00,36.50
5937,3670163,59.38,1023,23.30,99474,155.01,19.00,36.50
5938,3670781,59.38,1023,23.30,99472,155.18,19.00,36.50
5939,3671408,59.38,1023,23.30,99474,155.26,19.00,36.50
5940,3672030,59.38,1023,23.30,99474,155.52,18.80,36.50
5941,3672648,59.38,1023,23.30,99473,155.69,18.80,36.50
5942,3673267,59.38,1023,23.30,99472,155.43,18.80,36.50
5943,3673885,59.38,1023,23.30,99472,155.77,18.80,36.50
5944,3674508,59.38,1022,23.30,99471,155.43,18.90,36.50
5945,3675126,59.38,1023,23.30,99470,155.60,18.90,36.50
5946,3675745,59.38,1023,23.30,99477,155.52,18.90,36.50
5947,3676362,59.38,1023,23.30,99476,155.35,18.90,36.50
5948,3676985,59.38,1023,23.30,99474,155.43,18.80,36.50
5949,3677612,59.38,1023,23.30,99470,155.43,18.80,36.50
5950,3678230,59.38,1023,23.30,99477,155.26,18.80,36.50
5951,3678848,59.31,1023,23.30,99475,155.35,18.80,36.50
5952,3679470,59.31,1023,23.30,99478,155.43,18.60,36.50
5953,3680089,59.31,1023,23.30,99471,155.60,18.60,36.50
5954,3680707,59.31,1023,23.30,99480,155.43,18.60,36.50
5955,3681325,59.31,1022,23.30,99476,155.43,18.60,36.50
5956,3681947,59.31,1022,23.30,99469,155.01,18.30,36.50
5957,3682566,59.31,1023,23.30,99473,155.18,18.30,36.50
5958,3683191,59.31,1023,23.30,99468,155.43,18.30,36.50
5959,3683810,59.31,1023,23.30,99471,155.69,18.30,36.50
5960,3684431,59.31,1023,23.20,99468,155.69,18.00,36.50
5961,3685050,59.31,1023,23.30,99470,155.52,18.00,36.50
5962,3685668,59.31,1023,23.30,99467,155.85,18.00,36.50
5963,3686287,59.31,1023,23.30,99468,155.52,18.00,36.50
5964,3686909,59.31,1022,23.30,99480,155.35,17.70,36.50
5965,3687528,59.31,1023,23.30,99469,155.60,17.70,36.50
5966,3688146,59.31,1023,23.30,99474,155.60,17.70,36.50
5967,3688773,59.25,1023,23.30,99472,155.69,17.70,36.50
5968,3689395,59.25,1022,23.30,99478,155.26,17.40,36.40
5969,3690013,59.25,1023,23.30,99470,155.43,17.40,36.40
5970,3690631,59.25,1022,23.30,99469,155.60,17.40,36.40
5971,3691249,59.25,1023,23.30,99475,155.26,17.40,36.40
5972,3691872,59.25,1023,23.30,99476,155.60,17.20,36.50
5973,3692490,59.25,1023,23.30,99472,155.60,17.20,36.50
5974,3693109,59.25,1023,23.30,99478,155.01,17.20,36.50
5975,3693727,59.25,1022,23.30,99474,155.60,17.20,36.50
5976,3694363,59.25,1022,23.30,99470,155.26,17.00,36.40
5977,3694982,59.25,1023,23.30,99473,155.85,17.00,36.40
5978,3695600,59.25,1023,23.30,99470,155.60,17.00,36.40
5979,3696219,59.25,1023,23.30,99472,155.69,17.00,36.40
5980,3696840,59.25,1023,23.30,99468,155.52,16.80,36.40
5981,3697459,59.25,1023,23.30,99476,155.77,16.80,36.40
5982,3698077,59.25,1023,23.30,99474,155.35,16.80,36.40
5983,3698696,59.25,1023,23.30,99469,155.43,16.80,36.40
5984,3699317,59.25,1023,23.30,99474,155.69,16.80,36.40
5985,3699944,59.25,1023,23.20,99472,155.35,16.80,36.40
5986,3700562,59.25,1023,23.20,99475,155.18,16.80,36.40
5987,3701181,59.25,1023,23.30,99479,155.18,16.80,36.40
5988,3701803,59.25,1023,23.20,99471,155.18,16.70,36.40
5989,3702421,59.25,1022,23.20,99471,155.60,16.70,36.40
5990,3703040,59.25,1023,23.20,99474,155.43,16.70,36.40
5991,3703658,59.25,1023,23.20,99468,155.52,16.70,36.40
5992,3704280,59.25,1023,23.20,99470,155.52,16.70,36.40
5993,3704898,59.25,1022,23.30,99470,155.77,16.70,36.40
5994,3705525,59.25,1023,23.30,99473,155.60,16.70,36.40
5995,3706143,59.25,1023,23.30,99470,155.52,16.70,36.40
5996,3706765,59.25,1023,23.30,99473,155.26,17.00,36.40
5997,3707383,59.19,1023,23.30,99477,155.43,17.00,36.40
5998,3708003,59.19,1023,23.30,99471,155.18,17.00,36.40
5999,3708620,59.19,1023,23.30,99473,155.01,17.00,36.40
6000,3709243,59.19,1022,23.30,99479,155.35,17.40,36.30
6001,3709861,59.19,1023,23.30,99476,154.67,17.40,36.30
6002,3710480,59.19,1023,23.30,99477,155.26,17.40,36.30
6003,3711107,59.19,1023,23.30,99477,155.43,17.40,36.30
6004,3711728,59.19,1023,23.30,99471,155.26,17.50,36.30
6005,3712347,59.13,1022,23.30,99479,155.01,17.50,36.30
6006,3712965,59.13,1022,23.30,99475,154.92,17.50,36.30
6007,3713584,59.13,1022,23.30,99476,155.18,17.50,36.30
6008,3714206,59.13,1023,23.30,99476,155.69,17.50,36.30
6009,3714825,59.13,1023,23.30,99472,155.43,17.50,36.30
6010,3715443,59.13,1023,23.30,99472,155.26,17.50,36.30
6011,3716062,59.13,1022,23.30,99469,155.43,17.50,36.30
6012,3716683,59.13,1023,23.30,99475,155.18,17.30,36.30
6013,3717310,59.06,1023,23.30,99469,155.18,17.30,36.30
6014,3717928,59.06,1023,23.30,99476,155.26,17.30,36.30
6015,3718547,59.06,1023,23.30,99475,155.26,17.30,36.30
6016,3719169,59.06,1023,23.30,99473,155.18,17.20,36.30
6017,3719787,59.06,1023,23.30,99470,154.92,17.20,36.30
6018,3720406,59.06,1022,23.30,99476,155.01,17.20,36.30
6019,3721024,59.06,1023,23.30,99475,155.43,17.20,36.30
6020,3721646,59.06,1023,23.30,99470,155.09,17.20,36.30
6021,3722264,59.00,1023,23.30,99476,155.35,17.20,36.30
6022,3722891,59.00,1023,23.30,99468,155.09,17.20,36.30
6023,3723509,59.00,1023,23.30,99472,155.09,17.20,36.30
6024,3724131,59.00,1023,23.30,99469,155.60,17.00,36.30
6025,3724749,59.00,1022,23.30,99480,155.01,17.00,36.30
6026,3725368,59.00,1023,23.30,99473,155.01,17.00,36.30
6027,3725986,59.00,1023,23.30,99476,155.35,17.00,36.30
6028,3726608,59.00,1023,23.30,99470,155.18,16.90,36.30
6029,3727226,59.00,1023,23.30,99476,155.01,16.90,36.30
6030,3727845,59.00,1023,23.30,99473,155.01,16.90,36.30
6031,3728472,59.00,1023,23.30,99475,155.26,16.90,36.30
6032,3729093,59.00,1023,23.30,99475,155.77,16.80,36.30
6033,3729712,59.00,1023,23.30,99480,155.35,16.80,36.30
6034,3730330,59.00,1023,23.30,99480,155.18,16.80,36.30
6035,3730949,59.00,1023,23.30,99473,155.60,16.80,36.30
6036,3731570,59.00,1023,23.30,99482,155.35,16.70,36.30
6037,3732189,59.00,1023,23.30,99478,155.09,16.70,36.30
6038,3732807,59.00,1023,23.30,99475,155.09,16.70,36.30
6039,3733440,59.00,1023,23.30,99477,155.26,16.70,36.30
6040,3734070,59.00,1023,23.30,99473,155.26,16.60,36.30
6041,3734687,59.00,1023,23.30,99480,155.77,16.60,36.30
6042,3735306,59.00,1023,23.30,99475,155.26,16.60,36.30
6043,3735924,59.00,1023,23.30,99481,155.18,16.60,36.30
6044,3736548,59.00,1023,23.30,99477,155.26,16.40,36.30
6045,3737165,59.00,1023,23.30,99477,155.26,16.40,36.30
6046,3737785,59.00,1023,23.30,99477,154.59,16.40,36.30
6047,3738403,58.94,1023,23.30,99472,155.09,16.40,36.30
6048,3739025,58.94,1023,23.30,99475,155.52,16.30,36.20
6049,3739662,58.94,1023,23.30,99472,155.18,16.30,36.20
6050,3740280,58.94,1023,23.30,99478,155.43,16.30,36.20
6051,3740899,58.94,1023,23.30,99478,155.01,16.30,36.20
6052,3741520,58.94,1023,23.30,99470,155.26,16.40,36.20
6053,3742139,58.94,1023,23.30,99478,155.01,16.40,36.20
6054,3742757,58.94,1023,23.30,99474,155.26,16.40,36.20
6055,3743376,58.94,1023,23.30,99473,155.35,16.40,36.20
6056,3743997,58.94,1023,23.30,99475,155.18,16.40,36.20
6057,3744616,58.94,1023,23.30,99478,155.60,16.40,36.20
6058,3745243,58.94,1023,23.30,99473,155.18,16.40,36.20
6059,3745861,58.94,1023,23.20,99472,155.09,16.40,36.20
6060,3746483,58.94,1023,23.30,99476,155.26,16.20,36.20
6061,3747101,58.94,1023,23.30,99477,155.52,16.20,36.20
6062,3747720,58.94,1023,23.30,99471,155.18,16.20,36.20
6063,3748338,58.94,1023,23.20,99478,155.26,16.20,36.20
6064,3748960,58.94,1023,23.20,99474,155.69,16.10,36.20
6065,3749578,58.94,1023,23.20,99475,155.26,16.10,36.20
6066,3750219,58.94,1023,23.20,99474,154.84,16.10,36.20
6067,3750846,58.94,1023,23.20,99468,155.69,16.10,36.20
6068,3751468,58.94,1023,23.20,99467,155.52,16.10,36.20
6069,3752086,58.88,1023,23.20,99468,155.77,16.10,36.20
6070,3752705,58.88,1023,23.20,99473,155.43,16.10,36.20
6071,3753323,58.88,1022,23.20,99479,155.09,16.10,36.20
6072,3753945,58.88,1023,23.20,99476,155.52,16.10,36.20
6073,3754563,58.88,1023,23.20,99472,155.18,16.10,36.20
6074,3755182,58.88,1023,23.20,99472,155.69,16.10,36.20
6075,3755800,58.88,1023,23.20,99474,155.18,16.10,36.20
6076,3756422,58.88,1023,23.20,99472,155.01,16.00,36.20
6077,3757048,58.88,1023,23.20,99477,155.69,16.00,36.20
6078,3757667,58.88,1023,23.20,99477,155.18,16.00,36.20
6079,3758285,58.88,1023,23.20,99472,155.85,16.00,36.20
6080,3758907,58.88,1023,23.20,99473,155.18,15.80,36.10
6081,3759525,58.88,1022,23.20,99470,155.35,15.80,36.10
6082,3760144,58.88,1023,23.20,99471,155.69,15.80,36.10
6083,3760762,58.88,1023,23.20,99468,155.26,15.80,36.10
6084,3761384,58.88,1023,23.20,99472,155.77,15.70,36.10
6085,3762002,58.81,1023,23.20,99468,155.77,15.70,36.10
6086,3762629,58.81,1023,23.20,99473,155.09,15.70,36.10
6087,3763248,58.81,1023,23.20,99471,155.60,15.70,36.10
6088,3763869,58.81,1023,23.20,99467,155.35,15.60,36.10
6089,3764488,58.81,1023,23.30,99468,155.69,15.60,36.10
6090,3765106,58.81,1023,23.20,99474,155.52,15.60,36.10
6091,3765725,58.81,1023,23.20,99472,155.26,15.60,36.10
6092,3766347,58.81,1023,23.20,99472,155.35,15.60,36.20
6093,3766966,58.81,1023,23.20,99473,155.26,15.60,36.20
6094,3767584,58.81,1023,23.20,99469,155.26,15.60,36.20
6095,3768211,58.81,1023,23.20,99475,155.18,15.60,36.20
6096,3768834,58.81,1022,23.20,99477,155.18,15.80,36.20
6097,3769452,58.81,1023,23.20,99467,155.52,15.80,36.20
6098,3770071,58.81,1023,23.20,99473,155.26,15.80,36.20
6099,3770689,58.81,1023,23.20,99471,155.69,15.80,36.20
6100,3771323,58.81,1023,23.20,99469,155.18,15.80,36.20
6101,3771941,58.81,1022,23.20,99468,155.77,15.80,36.20
6102,3772559,58.81,1023,23.20,99471,155.43,15.80,36.20
6103,3773177,58.81,1022,23.20,99473,155.35,15.80,36.20
6104,3773807,58.81,1023,23.20,99466,155.60,15.80,36.10
6105,3774426,58.75,1023,23.20,99480,155.26,15.80,36.10
6106,3775044,58.75,1023,23.20,99468,155.26,15.80,36.10
6107,3775663,58.75,1023,23.20,99470,155.52,15.80,36.10
6108,3776284,58.75,1023,23.20,99474,155.26,16.10,36.20
6109,3776903,58.75,1023,23.20,99478,155.18,16.10,36.20
6110,3777521,58.75,1023,23.20,99475,155.43,16.10,36.20
6111,3778140,58.75,1023,23.20,99473,155.18,16.10,36.20
6112,3778761,58.75,1023,23.20,99475,155.01,16.10,36.20
6113,3779388,58.75,1023,23.20,99470,155.26,16.10,36.20
6114,3780006,58.75,1023,23.20,99469,155.35,16.10,36.20
6115,3780625,58.75,1023,23.20,99469,155.18,16.10,36.20
6116,3781248,58.75,1023,23.20,99478,155.35,16.10,36.20
6117,3781866,58.75,1023,23.20,99474,155.52,16.10,36.20
6118,3782484,58.75,1023,23.20,99468,155.43,16.10,36.20
6119,3783103,58.75,1023,23.20,99478,155.26,16.10,36.20
6120,3783726,58.75,1023,23.20,99471,155.26,16.10,36.20
6121,3784344,58.75,1023,23.20,99474,155.18,16.10,36.20
6122,3784977,58.75,1023,23.20,99472,155.43,16.10,36.20
6123,3785595,58.69,1023,23.20,99476,155.09,16.10,36.20
6124,3786217,58.69,1023,23.20,99469,155.35,16.40,36.20
6125,3786835,58.69,1023,23.20,99472,155.43,16.40,36.20
6126,3787454,58.69,1023,23.20,99472,155.35,16.40,36.20
6127,3788072,58.69,1023,23.20,99472,155.52,16.40,36.20
6128,3788694,58.69,1023,23.20,99468,155.26,16.30,36.20
6129,3789313,58.69,1023,23.20,99468,155.85,16.30,36.20
6130,3789931,58.69,1022,23.20,99471,155.60,16.30,36.20
6131,3790558,58.69,1022,23.20,99471,155.18,16.30,36.20
6132,3791179,58.69,1023,23.20,99472,155.69,16.30,36.10
6133,3791798,58.69,1022,23.20,99468,155.35,16.30,36.10
6134,3792416,58.69,1023,23.20,99471,155.60,16.30,36.10
6135,3793035,58.69,1023,23.20,99470,155.77,16.30,36.10
6136,3793656,58.69,1023,23.20,99473,155.60,16.20,36.20
6137,3794275,58.69,1023,23.20,99472,155.18,16.20,36.20
6138,3794893,58.69,1023,23.20,99472,155.77,16.20,36.20
